rank,restaurant name,general rating,number of reviews,tags,address,phone number,website url,menu url,timetable,email address,travelers choice,michelin,food rating,service rating,value rating,atmosphere rating,description,dutch description,price range,cuisines,special diets,meals,restaurant features,id
#614,Patyntje,3.0 of 5 bubbles,317 reviews,$$ - $$$|Belgian|European,"Gordunakaai 91, Ghent 9000 Belgium",+32 9 222 32 73,http://www.patyntje.be/,https://www.patyntje.com/menu,True,info@patyntje.be,False,True,3.5,3.0,3.0,3.5,,,€30 - €37,"Belgian, European",,"Lunch, Dinner, Late Night","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Table Service",784376
#31,Bar&zo,4.0 of 5 bubbles,2 reviews,Belgian|European,"Markt 105, Deinze 9800 Belgium",+32 476 41 36 61,http://barenzodeinze.jouwweb.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,23397296
#615,Nonno Jakobijnenstraat,4.0 of 5 bubbles,2 reviews,$|Italian,"Jakobijnenstraat 5, Ghent 9000 Belgium",,http://www.nonno.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Italian,,,,21168150
#616,Restaurant Paradijs Wenemaer Gen,4.0 of 5 bubbles,4 reviews,French|Belgian|European|Grill,"Veerleplein, Ghent 9000 Belgium",,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"French, Belgian, European, Grill, Contemporary",,,,21207944
#617,Buongiorno,5.0 of 5 bubbles,1 review,Italian|Bar|Pub,"Hoornstraat 8, 9000 Gent, Belgium, Ghent 9000 Belgium",,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Italian, Bar, Pub",,,,24000049
#101,Sathi Sushi,4.0 of 5 bubbles,4 reviews,,"Onze Lieve Vrouwplein 8, Aalst 9300 Belgium",+32 53 80 26 88,http://www.aalstsushi.be/,http://www.aalstsushi.be/nl/sushi-menu,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Dinner,,12171786
#34,Mamma Italia,4.0 of 5 bubbles,2 reviews,Italian|Dutch|Pizza|European,"Graanmarkt 7, Ninove 9400 Belgium",+32 54 25 32 43,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Italian, Dutch, Pizza, European, Diner, Neapolitan, Campania, Southern-Italian",,"Lunch, Dinner","Outdoor Seating, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",23468761
#6,De Pikardijn1,5.0 of 5 bubbles,1 review,Belgian|European,"Cotthem 6, Sint-Lievens-Houtem 9520 Belgium",,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,23963569
#33,Pearl's Foodmarket,5.0 of 5 bubbles,1 review,Fast Food|International|Healthy,"Bus 4 5 Sint-Martensplein 9, Ronse 9600 Belgium",,http://www.pearlsfoodmarket.be/,,True,parel.coone@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Fast Food, International, Healthy",,"Lunch, Dinner",,23966240
#8,Shing Chen,3.5 of 5 bubbles,6 reviews,$$ - $$$|Chinese,"Dorpsstraat 129, Astene 9800 Belgium",+32 9 380 12 11,,,False,,False,False,4.0,4.5,3.5,-1.0,,,No pricing available,Chinese,,,,4004061
#19,Restaurant Dennebos,3.5 of 5 bubbles,15 reviews,$|Belgian|European,"Peperstraat 115, Eeklo 9900 Belgium",+32 9 377 60 85,,,False,,False,False,3.5,4.0,4.0,-1.0,,,No pricing available,"Belgian, European",,,"Reservations, Seating, Wheelchair Accessible",10259456
#5,Silver-City,4.0 of 5 bubbles,2 reviews,$$ - $$$|Chinese,"Evergemsesteenweg 229, Wondelgem 9032 Belgium",+32 9 253 24 74,http://www.silvercity.be/,https://www.silvercity.be/menu_type/menus/,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,€10 - €50,Chinese,,,,17690428
#34,Tfoyer,4.0 of 5 bubbles,3 reviews,,"Spoorwegstraat 9, Geraardsbergen 9500 Belgium",+32 54 41 06 09,https://tfoyer.be/,,True,martine.de.reyst@telenet.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Dinner,,14809868
#618,Shamrock Irish Bar,5.0 of 5 bubbles,1 review,Irish,"Zuidstationstraat 46, Ghent 9000 Belgium",0032471318326,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Irish,,,,23751698
#20,Laan 7,5.0 of 5 bubbles,1 review,French|European,"Leopoldlaan 7, Eeklo 9900 Belgium",+32 9 357 22 03,http://laan7.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"French, European",,,,23879518
#11,Café Breughel,5.0 of 5 bubbles,1 review,Bar|Pub,"Ledebergplein 18, Ledeberg 9050 Belgium",+32 475 62 09 85,http://www.facebook.com/breughelledeberg,,True,info@vm2.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Bar, Pub",,"Breakfast, Lunch, Dinner",,23873447
#619,Ferri,5.0 of 5 bubbles,1 review,Mediterranean,"Ottogracht 48, Ghent 9000 Belgium",+32 491 08 82 56,http://ferri.gent/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,"Vegetarian restaurant, sharing, natural wines diner from Wednesday till Saturday lunch only on Friday",vegetarisch sharing restaurant,No pricing available,Mediterranean,,"Lunch, Dinner",Gift Cards Available,23744059
#72,Antica Italia,5.0 of 5 bubbles,1 review,Italian,"Onze-Lieve-Vrouwplein 23, Sint-Niklaas 9100 Belgium",+32 3 765 16 00,http://www.anticaitalia.be/,,True,italiaantica23@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,"Restaurant, pizzeria","Restaurant, pizzeria",No pricing available,Italian,,Dinner,,23824474
#24,Wong's Keuken,4.0 of 5 bubbles,3 reviews,$,"Florimond Leirensstraat 29, Wetteren 9230 Belgium",+32 9 366 47 02,,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner",,11968014
#11,The New Garden,4.0 of 5 bubbles,5 reviews,$,"Gentsesteenweg 192, Zele 9240 Belgium",+32 52 52 00 74,https://www.facebook.com/pages/category/Belgian-Restaurant/The-New-Garden-249348821923466/,,False,tgv1@telenet.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,8408317
#21,Toverbroodje,3.5 of 5 bubbles,5 reviews,Belgian|European|Soups,"Hundelgemsesteenweg 101 A, Merelbeke 9820 Belgium",+32 9 211 17 07,http://www.toverbroodje.be/Contact,http://www.toverbroodje.be/Menu,False,info@toverbroodje.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European, Soups",,,,15007161
#8,Brasserie Niveau,3.5 of 5 bubbles,16 reviews,$$ - $$$|Belgian|Dutch|Contemporary,"Ketterijstraat 22 Watervliet, Sint-Laureins 9988 Belgium",+32 477 21 02 21,http://www.brasserie-niveau.be/,,True,Info@brasserie-niveau.be,False,False,3.5,3.5,3.5,3.5,,,€13 - €51,"Belgian, Dutch, Contemporary",,"Lunch, Dinner","Reservations, Outdoor Seating, Table Service, Seating, Wheelchair Accessible",2526094
#2,Table 10,5.0 of 5 bubbles,1 review,$$ - $$$|French|Belgian|European,"Joachim Schayckstraat 6, Zwijnaarde 9052 Belgium",+32 9 245 15 44,http://www.table10.be/,https://6aadd0a3-76df-4c68-a230-2863d01230aa.filesusr.com/ugd/c8d248_3866327e79bc47129c7cbde7ce88be7c.pdf,True,info@table10.be,False,False,-1.0,-1.0,-1.0,-1.0,Verfijnd tafelen in het groen We zijn verheugd om jullie te mogen verwelkomen in Table 10 te Zwijnaarde! Table 10 is gelegen op de golf van Zwijnaarde en staat in voor gastronomische gastvrijheid in een groen kader. Bij ons kan u genieten van een ‘no-nonsense’ culinaire beleving zowel voor lunch als diner. Bij mooi weer kan u gezellig tafelen op ons terras. Chef Helena Creytens zorgt er steeds voor dat uw bezoek een onvergetelijke herinnering blijft.,,€22 - €32,"French, Belgian, European",,"Lunch, Dinner","Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service, Family style",23445234
#15,Brasserie Des Amis,4.5 of 5 bubbles,4 reviews,$$ - $$$,"Sleidinge-Dorp 50B, Evergem 9940 Belgium",,https://www.facebook.com/Brasserie-Des-Amis-319007138431406/?ref=page_internal,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch, Dinner",,11797620
#35,Brisa,3.5 of 5 bubbles,21 reviews,$$ - $$$|Belgian|European,"Stationsplein, Geraardsbergen 9500 Belgium",+32 54 41 50 77,,,False,restaurant-brisa@telenet.be,False,False,3.0,4.0,3.5,-1.0,,,No pricing available,"Belgian, European",,Dinner,"Reservations, Table Service, Seating, Wheelchair Accessible",3823051
#6,De Bronne,3.5 of 5 bubbles,16 reviews,$$ - $$$|Belgian|European,"Tramstraat 73 Rotonde Tramstraat, Magerstraat, Laarnebaan, Heusden 9070 Belgium",+32 495 62 76 08,http://www.restaurantdebronne.weebly.com/,,True,,False,False,4.0,4.5,4.0,-1.0,,,No pricing available,"Belgian, European",,"Lunch, Dinner","Reservations, Seating, Table Service",10632279
#620,De Kazematten,5.0 of 5 bubbles,1 review,Bar|Pub,"Kazemattenstraat 17, Ghent 9000 Belgium",+32 486 83 01 30,http://dekazematten.be/,,True,info@dekazematten.be,False,False,-1.0,-1.0,-1.0,-1.0,Foyer met drinkgelegenheid en werkgelegenheid (flexplek),Foyer met drinkgelegenheid en werkgelegenheid (flexplek),No pricing available,"Bar, Pub",,Lunch,,23755898
#621,Restaurant Grill Vrijdagmarkt,3.5 of 5 bubbles,21 reviews,$|Greek,"Kammerstraat 2/9000, Ghent 9000 Belgium",+32 9 324 79 26,http://www.restaurantvrijdagmarkt.be/,,True,,False,False,3.5,3.0,4.0,3.0,,,No pricing available,Greek,,"Lunch, Dinner","Reservations, Seating, Table Service",2629836
#3,Trap Op,5.0 of 5 bubbles,1 review,$$ - $$$|Pub,"Heerweg 45, Hoorebeke 9667 Belgium",+32 474 45 22 14,http://www.airederepos.be/,,False,danyvan@telenet.be,False,False,-1.0,-1.0,-1.0,-1.0,Enjoying Food and Drinks...or take away. ..,Enjoying Food and Drinks...or take away. ..,€10 - €15,Pub,,,,20977975
#2,Oud Munte,3.5 of 5 bubbles,28 reviews,$$ - $$$|French|Belgian|Dutch,"Munteplein 7, Munte 9820 Belgium",+32 9 278 90 93,http://www.oudmunte.be/,https://www.oudmunte.be/wp-content/uploads/2019/12/191231_OudMunte_Kaart_Menu_2.pdf,True,hello@oudmunte.be,False,False,3.5,3.5,3.5,-1.0,"In the bistro we serve honest and tasty French-Belgian bistro cuisine without fuss. All fresh and prepared with love and passion. Artisanal shrimp and cheese croquettes, quality meat and fish, but also fresh goat cheese from the organic goat farm Klavertroef in Scheldewindeke. We also pay a lot of attention to Belgian winemakers in our wine selection. Seasonal selections too.","In de bistro serveren wij eerlijke en lekkere frans-belgische bistrokeuken zonder poespas. Allemaal vers en met liefde en passie klaargemaakt. Artisanale garnaal-en kaaskroketten, kwaliteitsvlees en vis, maar ook verse geitenkaasjes van de bio geitenboerderij Klavertroef in Scheldewindeke. Ook in onze wijnenselectie besteden we veel aandacht aan Belgische wijnmakers. Seizoensgebonden suggesties ter plaatse te ontdekken!",€15 - €50,"French, Belgian, European, Dutch, Seafood",,"Dinner, Lunch, Drinks","Reservations, Outdoor Seating, Seating, Table Service, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Playgrounds, Dog Friendly",17795580
#3,Bystro Jamien,5.0 of 5 bubbles,1 review,European,"Rijvisschestraat 124, Zwijnaarde 9052 Belgium",+32 9 396 60 70,http://www.bystrojamien.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,European,,,,21349450
#622,Haroun Restaurant,5.0 of 5 bubbles,1 review,Belgian|European|Deli|Contemporary,"Sleepstraat 23, Ghent 9000 Belgium",+32 465 56 86 88,http://haroun-restaurant.be/,,False,mazenharoun365@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,Een restaurant gespecialiseerd in oosterse gerechten,,No pricing available,"Belgian, European, Deli, Contemporary, Diner, Arabic",,,,23521887
#623,8tea5 Ghent,3.5 of 5 bubbles,8 reviews,$|Chinese|Asian|Korean,"Sint-Niklaasstraat 34, Ghent 9000 Belgium",+32 475 83 92 66,http://www.8tea5.be/,https://8tea5.com/our-menu/,True,Ghent@8tea5.be,False,False,-1.0,-1.0,-1.0,-1.0,"In the city centre of Ghent, not far from the Korenmarkt, you can find our trendy bubble tea bar called 8tea5. We serve authentic Taiwanese bubbletea with a twist.",,€3 - €6,"Asian, Street Food, Chinese, Korean, Taiwanese",,"Drinks, Lunch, Dinner","Delivery, Seating, Highchairs Available, Wheelchair Accessible, Full Bar, Digital Payments, Free Wifi, Accepts Credit Cards",13389023
#624,Mister Friet,3.5 of 5 bubbles,15 reviews,$|Belgian|Fast Food|European,"Koning Albertlaan 1, Ghent 9000 Belgium",,,,False,,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Fast Food, Belgian, European",,,"Takeout, Seating, Wheelchair Accessible",8289551
#51,The American Pool Bar,5.0 of 5 bubbles,1 review,Belgian|European|Dining bars,"16 Statieplein Dendermonde, Dendermonde 9200 Belgium",,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European, Dining bars",,,,23630134
#6,Café Plankierke,5.0 of 5 bubbles,1 review,,"Moortselestraat 45, Oosterzele 9860 Belgium",+32 495 70 95 40,http://www.facebook.com/Caf%C3%A9-Plankierke-476202226067422/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner",,12690118
#625,Kebab Love,5.0 of 5 bubbles,1 review,$$ - $$$|Turkish,"Brabantdam 127, Ghent 9000 Belgium",+32 487 80 69 99,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Turkish,,,,19268652
#626,Chef's Gourmet,4.0 of 5 bubbles,4 reviews,$$ - $$$|Italian|Belgian|Mediterranean,"Antwerpsesteenweg 15, Ghent 9000 Belgium",+32 9 334 63 61,http://chefsgourmet.be/,https://chefsgourmet.be/menu/,True,info@chefsgourmet.be,False,False,-1.0,-1.0,-1.0,-1.0,Chef's Gourmet is een nieuw restaurant dat zijn deuren opende in 2017. Het restaurant biedt top kwaliteit steaks en ongekende kwaliteit van dienstverlening aan haar klanten. We hebben een rijke aanbod aan gerechten en streven naar een perfecte smaakprofiel voor elk klant. Als restaurant streven we naar een perfecte klantvriendelijkheid en dienstverlening waarbij we elk klant iets lekkers aan kun,Chef's Gourmet is een nieuw restaurant dat zijn deuren opende in 2017. Het restaurant biedt top kwaliteit steaks en ongekende kwaliteit van dienstverlening aan haar klanten. We hebben een rijke aanbod aan gerechten en streven naar een perfecte smaakprofiel voor elk klant. Als restaurant streven we naar een perfecte klantvriendelijkheid en dienstverlening waarbij we elk klant iets lekkers aan kun,€2 - €55,"Italian, Belgian, Mediterranean, European, Turkish",,"Brunch, Drinks, Breakfast, Lunch, Dinner","Takeout, Reservations, Buffet, Seating, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi",12319113
#2,Café - Feestzaal Het Kouterhof,4.5 of 5 bubbles,2 reviews,,"Oordegemkouter 22, Oordegem 9340 Belgium",+32 472 62 31 13,,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner",,13154727
#35,Bekas Brasserie,3.5 of 5 bubbles,4 reviews,Belgian|Fast Food|Barbecue|European,"Graanmarkt 31, Ninove 9400 Belgium",+32 493 68 28 58,https://www.facebook.com/Bekas-Brasserie-1843746385705964/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, Fast Food, Barbecue, European, Pub, Diner",,,,18455633
#22,L'aperitivo,5.0 of 5 bubbles,1 review,Italian,"Plataan 71, Merelbeke 9820 Belgium",+32 9 278 97 56,,,True,pinky_tina@hotmail.com,False,False,-1.0,-1.0,-1.0,-1.0,Snackbar coffeebar coctailbar pizza,Snackbar coffeebar coctailbar pizza,No pricing available,Italian,,"Lunch, Dinner",,23646360
#31,Frituur - De Brug,3.5 of 5 bubbles,39 reviews,$|Belgian|European,"Bruggenhoek 24/26, Zottegem 9620 Belgium",+32 9 360 90 14,http://frituurdebrug.htonline.be/nl/shop,http://www.resto-debrug.be/index.php/frituurmenukaartsnacks,False,,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Belgian, European",,,"Parking Available, Wheelchair Accessible, Takeout, Seating",7141012
#627,Illie Mangaro,4.0 of 5 bubbles,4 reviews,$$ - $$$,"Dok-Noord 7, Ghent 9000 Belgium",+32 476 87 81 04,http://illiemangaro.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Lunch,,12951028
#628,BREADPOINT,4.5 of 5 bubbles,3 reviews,$$ - $$$,"J. Eggermontstraat 57, Ghent Belgium",+32 9 329 59 01,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,€20 - €27,,,,Outdoor Seating,1185105
#73,Pedro's,3.5 of 5 bubbles,15 reviews,$$ - $$$|Belgian|International|European,"Kapelstraat 100 Waasland Shopping Center, Sint-Niklaas 9100 Belgium",+32 3 776 28 82,https://www.pedroswaasland.be/,,True,sander.ceuppens@gmail.com,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Pub, Belgian, International, European, South American",,"Breakfast, Lunch, Dinner, Brunch, Drinks","Seating, Table Service, Reservations, Outdoor Seating, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Family style, Gift Cards Available",12898106
#10,De Toren,3.0 of 5 bubbles,21 reviews,$$ - $$$|Belgian|Dutch|European,"located in the recreation area 'Kluisbos', Kluisbergen-Ruien Belgium",,,,False,,False,False,3.5,4.0,4.0,-1.0,,,No pricing available,"Belgian, Dutch, European",,Dinner,"Seating, Table Service, Reservations",5500931
#20,Sushi Momotaro,4.0 of 5 bubbles,2 reviews,Sushi|Asian,"Markt 9, Aalter 9880 Belgium",+32 9 335 79 77,http://www.sushimomotaro.be/,,False,info@sushimomotaro.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Sushi, Asian",,,,23525167
#629,Veggi En Grill,5.0 of 5 bubbles,1 review,Middle Eastern,"Belfortstraat, Ghent Belgium",+32 484 12 16 06,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Middle Eastern,,,,23163644
#630,Pizza Santa Gent,5.0 of 5 bubbles,1 review,Italian,"Voskenslaan 405, Ghent 9000 Belgium",+32 470 32 53 21,http://www.pizza-santa-gent.be/,,True,maxim@pizzasanta.be,False,False,-1.0,-1.0,-1.0,-1.0,Kraakverse pizza's met originele toppings. Lokale duurzame producten omgetoverd in heerlijke en vernieuwende recepten. Dunne bodem dankzij in huis bereide deeg .,Kraakverse pizza's met originele toppings. Lokale duurzame producten omgetoverd in heerlijke en vernieuwende recepten. Dunne bodem dankzij in huis bereide deeg .,No pricing available,Italian,,"Lunch, Dinner",,23405208
#631,Bocca,5.0 of 5 bubbles,1 review,$$ - $$$|Italian,"Citadellaan 4, Ghent 9000 Belgium",+32 9 245 37 99,http://www.bocca.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,€5 - €20,Italian,,,,19927115
#632,O'Learys Gent,3.0 of 5 bubbles,154 reviews,$$ - $$$|American|Bar|Pub,"Dok-Noord 7/301 3th Floor, Ghent 9000 Belgium",+32 9 310 30 10,http://olearys.be/gent-event-center/,https://olearys.be/gent-event-center/food/,True,welcome@olearysgent.be,False,False,3.5,3.0,3.0,-1.0,"O'Learys is a unique concept !!! Boston sportsbar & restaurant, located in the beautiful city of Ghent. You can watch your favorite game on one of our 80 screens, enjoy our delicious food in the restaurant or play one of your favorite games. We offer bowling (18 lanes), pool (8 tables), darts, minigolf, shuffleboard, arcade and private karaoke rooms. Be welcome !!!",Boston Sportsbar & Restaurant,€9 - €26,"American, Bar, Pub",,"Lunch, Dinner, Drinks","Reservations, Seating, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service, Highchairs Available, Free Wifi, Gift Cards Available",10765811
#74,Bar Marcel,4.0 of 5 bubbles,2 reviews,International,"Regentieplein 1, Sint-Niklaas 9100 Belgium",+32 3 568 02 59,http://www.marcel.bar/,http://www.marcel.bar/#menu,False,info@marcel.bar,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,International,,"Breakfast, Lunch, Drinks",,14152936
#75,Big Apple,3.5 of 5 bubbles,15 reviews,$$ - $$$|Belgian|Cafe|European,"Kapelstraat 100, Sint-Niklaas 9100 Belgium",+32 3 337 32 59,https://www.waaslandshoppingcenter.com/shops/big-apple,,False,,False,False,3.5,4.5,4.0,-1.0,,,No pricing available,"Cafe, Belgian, European",,"Dinner, Brunch","Seating, Table Service, Wheelchair Accessible",8380877
#1,T Klein Verzet,4.5 of 5 bubbles,2 reviews,Belgian|European,"Steenweg 67, Parike 9661 Belgium",+32 490 44 65 50,http://www.facebook.com/tkleinverzetparike/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,"T Klein Verzet is een herberg(café)gelegen aan de kerk in Parike. We bieden verschillende streekbieren en streekproducten. Verder zijn we een fietsvriendelijk café met een overdekte fietsenstalling, bikewash, e-laadpunten en individuele douches",No pricing available,"Belgian, European",,"Lunch, Dinner",,11815784
#76,BE-Jack's,5.0 of 5 bubbles,1 review,,"Houtbriel 30, Sint-Niklaas 9100 Belgium",+32 3 770 70 80,http://www.bejacks.be/,,False,bejacksbvba@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,16825066
#36,Bistro Andre,4.5 of 5 bubbles,2 reviews,,"Wijngaardstraat 38, Geraardsbergen 9500 Belgium",,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,13800610
#12,Frituur Yello,4.0 of 5 bubbles,2 reviews,Fast Food,"Grote Baan 188, Lovendegem 9920 Belgium",+32 9 273 97 24,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Fast Food,,,,21340183
#77,Smulboetiek,4.0 of 5 bubbles,4 reviews,$,"Lepelhoekstraat 37, Sint-Niklaas 9100 Belgium",+32 3 254 23 75,,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Dinner,,7823800
#8,Quick Burger Restaurant,3.5 of 5 bubbles,31 reviews,$|Fast Food,"Kortrijksesteenweg 1133a, Sint-Denijs-Westrem 9051 Belgium",+32 9 221 52 81,http://nl.quick.be/,,False,,False,False,3.0,4.0,4.0,-1.0,,,No pricing available,Fast Food,,"Lunch, Dinner","Takeout, Wheelchair Accessible, Seating",4662685
#633,'t Hoekske,3.5 of 5 bubbles,58 reviews,$|European,"Kortrijksepoortstraat 1, Ghent 9000 Belgium",+32 9 224 24 70,http://www.snackbarthoekske.be/,,True,,False,False,3.5,3.0,3.5,3.0,,,€14 - €22,European,,"Lunch, Late Night","Takeout, Seating, Table Service",811580
#36,Thai Nakhon,3.5 of 5 bubbles,7 reviews,$|Thai,"Brusselsesteenweg 126, Ninove 9402 Belgium",+32 54 51 45 32,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Thai,,,,17804969
#37,Patisserie Centrum,4.5 of 5 bubbles,2 reviews,,"Centrumlaan 40, Ninove 9400 Belgium",+32 54 33 90 16,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,12213556
#634,ROODSTOP,4.5 of 5 bubbles,4 reviews,$$ - $$$|Belgian|International|European,"Smak-Citadelpark, Ghent Belgium",+32 9 383 69 12,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,€28 - €34,"Belgian, International, European, Fusion",Vegetarian Friendly,,"Reservations, Outdoor Seating",1179026
#635,Eetavontuur,4.5 of 5 bubbles,3 reviews,Fusion,"Dok-Noord 5, Ghent 9000 Belgium",,http://www.eetavontuur.be/,https://www.eethaven.be/haven-menu/,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Fusion,,,,4567627
#636,Broodjeszaak Delicio,4.5 of 5 bubbles,2 reviews,Fast Food,"Sint-Laurentiuslaan 26 B, Ghent 9041 Belgium",+32 476 55 32 69,https://www.facebook.com/Broodjeszaak-D%C3%A9licio-1431962073735887/timeline,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Fast Food,,,,10256618
#637,Tin On Tin,5.0 of 5 bubbles,1 review,$$ - $$$|Bar|Pub,"Onderbergen 58, Ghent 9000 Belgium",+32 494 80 48 31,http://tinontin.be/nl/,,True,hello@tinontin.be,False,False,-1.0,-1.0,-1.0,-1.0,"Cocktails & Mocktails met een avontuur. In een huiselijke, gezellige sfeer, kan je bij ons een smaakexplosie verwachten. Op zoek naar iets nieuw in Gent? Ook takeout.",,€8 - €16,"Bar, Pub",,Dinner,,21508310
#34,Wokforyou,3.5 of 5 bubbles,8 reviews,$|Sushi,"Engelsenlaan 49, Ronse 9600 Belgium",,http://wokforyou.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Sushi,,"Lunch, Dinner",Reservations,17605863
#9,China Wok,3.5 of 5 bubbles,10 reviews,$$ - $$$|Chinese|Sushi|Asian,"Oudenaardsesteenweg 596, Erpe-Mere 9420 Belgium",+32 53 80 98 88,http://www.sushiwokbambrugge.com/,http://www.sushiwokbambrugge.com/menu-in-het-restaurant.html,False,,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Chinese, Sushi, Asian",,,,12884041
#25,Café 't Bankske Wevelgem,4.5 of 5 bubbles,2 reviews,,"Lode De Boningestraat 35, Wetteren 8560 Belgium",+32 471 49 58 95,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,21270085
#638,'t Puntzakje,3.0 of 5 bubbles,61 reviews,$|Belgian|Fast Food|European,"Kleine Vismarkt 9, Ghent 9000 Belgium",+32 9 311 51 10,,,True,info@puntzakje.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, Fast Food, European",,"Lunch, Dinner","Takeout, Seating",3954887
#16,Pitta Pizza Ludwig,3.5 of 5 bubbles,3 reviews,$,"Sleidinge-Dorp 44, Evergem 9940 Belgium",+32 471 70 99 90,,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Dinner,,11797609
#639,Frituur De Goeie Goeste,3.5 of 5 bubbles,3 reviews,,"Kerkstraat 135, Ghent 9050 Belgium",,http://degoeiegoeste.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner",,19270030
#35,Uutvercoren,5.0 of 5 bubbles,1 review,,"Sint Martensplein 6, Ronse 9600 Belgium",+32 477 93 16 55,http://www.uutvercoren.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,21300995
